emp_no,first_name,last_name,title,from_date,salary
12691,Oddvar,Gils,Senior Engineer,8/25/1998,48493
12697,Uri,Brizzi,Senior Staff,7/11/1994,40000
12697,Uri,Brizzi,Staff,7/11/1986,40000
12709,Ronghao,Botman,Engineer,2/26/1995,45510
12709,Ronghao,Botman,Senior Engineer,2/25/2001,45510
12717,Tzu,Jiafu,Staff,10/20/1999,53194
12722,Elliott,Cheshire,Senior Staff,3/29/1985,62325
12726,Fumitake,Panwar,Senior Engineer,5/19/1994,61177
12729,Nahla,Rahier,Engineer,10/15/1992,51796
12729,Nahla,Rahier,Senior Engineer,10/15/1997,51796
12731,Yongmao,Waymire,Senior Staff,4/5/1988,40000
12732,Mara,Takanami,Senior Staff,4/6/1988,74436
12734,Gil,Frijda,Senior Engineer,3/3/1986,40000
12755,Rildo,Rodite,Senior Staff,3/18/1994,40196
12755,Rildo,Rodite,Staff,3/18/1987,40196
12773,Jenwei,Lovengreen,Engineer,3/5/1985,65556
12773,Jenwei,Lovengreen,Senior Engineer,3/5/1994,65556
12790,Gunilla,Perl,Senior Staff,8/7/2000,87760
12790,Gunilla,Perl,Staff,8/8/1995,87760
12795,Masoud,Fordan,Senior Staff,6/23/1997,56969
12795,Masoud,Fordan,Staff,6/23/1988,56969
12798,Lillian,Beeson,Senior Staff,12/26/1996,81145
12798,Lillian,Beeson,Staff,12/27/1987,81145
12803,Gad,Boissier,Senior Staff,3/16/1990,91789
12803,Gad,Boissier,Staff,3/16/1985,91789
12815,Sushant,Junot,Senior Staff,2/27/1993,65073
12815,Sushant,Junot,Staff,2/27/1985,65073
12819,Mountaz,Gubsky,Engineer,9/9/1989,48455
12819,Mountaz,Gubsky,Senior Engineer,9/9/1996,48455
12848,Kazuhide,Smeets,Engineer,5/11/1997,40000
12863,Leif,Matheson,Engineer,9/6/1985,62803
12863,Leif,Matheson,Senior Engineer,9/6/1990,62803
12872,Marl,Schmittgen,Senior Staff,9/9/1993,56040
12872,Marl,Schmittgen,Staff,9/9/1986,56040
12879,Baruch,Eugenio,Engineer,6/11/1990,40000
12879,Baruch,Eugenio,Senior Engineer,6/11/1995,40000
12890,Neven,Casley,Senior Staff,10/31/1985,66803
12893,Licheng,Crouzet,Senior Staff,3/18/1995,50803
12893,Licheng,Crouzet,Staff,3/18/1987,50803
12895,Roddy,Serot,Senior Engineer,8/15/1993,40000
12905,Munehiro,Gecsei,Engineer,7/19/1987,58659
12905,Munehiro,Gecsei,Senior Engineer,7/18/1993,58659
12926,Heekeun,Luby,Senior Staff,12/24/1992,68314
12926,Heekeun,Luby,Staff,12/24/1985,68314
12940,Odinaldo,Farrar,Engineer,12/12/1987,49760
12940,Odinaldo,Farrar,Senior Engineer,12/11/1992,49760
12941,Tommaso,Perelgut,Engineer,11/6/1986,67069
12941,Tommaso,Perelgut,Senior Engineer,11/6/1995,67069
12949,Geoff,Asrin,Engineer,2/12/1987,40000
12949,Geoff,Asrin,Senior Engineer,2/12/1992,40000
12977,Byong,Markovitch,Engineer,8/24/1987,61326
12977,Byong,Markovitch,Senior Engineer,8/23/1992,61326
12983,Elliott,Hambrick,Staff,6/28/1999,57252
13030,Yahiko,Kroll,Senior Staff,11/25/1999,51770
13030,Yahiko,Kroll,Staff,11/25/1993,51770
13046,Vivian,Stafford,Senior Staff,4/19/1987,40000
13047,Atilio,Chelton,Engineer,2/26/1992,52323
13047,Atilio,Chelton,Senior Engineer,2/25/1997,52323
13075,Rosella,Morrin,Senior Staff,8/17/1991,40000
13075,Rosella,Morrin,Staff,8/17/1986,40000
13076,Deniz,Skafidas,Engineer,1/28/1995,50582
13096,Ibibia,Armand,Engineer,4/22/1994,52544
13096,Ibibia,Armand,Senior Engineer,4/22/2001,52544
13103,Srinidhi,Ellozy,Senior Engineer,6/19/1988,40000
13124,Quingbo,Garnick,Senior Staff,3/17/1985,73785
13133,Guther,Senzako,Senior Staff,9/3/1991,67777
13133,Guther,Senzako,Staff,9/3/1985,67777
13134,Lorien,Chepyzhov,Engineer,10/23/1987,51227
13134,Lorien,Chepyzhov,Senior Engineer,10/22/1993,51227
13144,Persi,Nollmann,Senior Staff,6/19/1997,52825
13144,Persi,Nollmann,Staff,6/19/1989,52825
13146,Haldon,Erie,Senior Staff,5/25/1985,61398
13147,Shichao,Ginesta,Senior Staff,6/29/1998,77429
13147,Shichao,Ginesta,Staff,6/29/1993,77429
13156,Akeel,Millington,Engineer,8/18/1992,48285
13156,Akeel,Millington,Senior Engineer,8/18/2000,48285
13165,Lucian,Benner,Engineer,3/16/1988,42796
13165,Lucian,Benner,Senior Engineer,3/17/1995,42796
13168,Munir,Stentiford,Engineer,9/11/1987,49210
13168,Munir,Stentiford,Senior Engineer,9/10/1992,49210
13170,Cheong,Bernardeschi,Senior Staff,1/9/1998,49012
13170,Cheong,Bernardeschi,Staff,1/9/1993,49012
13171,Anoosh,Birnbaum,Engineer,8/31/1987,40000
13171,Anoosh,Birnbaum,Senior Engineer,8/31/1995,40000
13173,Arve,Horswill,Senior Staff,9/23/1996,46354
13173,Arve,Horswill,Staff,9/24/1987,46354
13179,Moty,Janocha,Staff,2/19/1999,90233
13182,Kokou,Rodite,Engineer,3/3/1999,46832
13186,Kyoichi,Barbanera,Senior Staff,4/29/1995,93138
13186,Kyoichi,Barbanera,Staff,4/29/1986,93138
13192,Rosita,Flowers,Technique Leader,2/1/1993,43986
13202,Aram,Scharstein,Senior Staff,3/28/1992,51915
13202,Aram,Scharstein,Staff,3/29/1986,51915
13210,Jianhua,Klassen,Senior Staff,7/27/2002,83961
13210,Jianhua,Klassen,Staff,7/27/1997,83961
13213,Hein,Billawala,Senior Staff,8/30/1993,61131
13213,Hein,Billawala,Staff,8/30/1988,61131
13232,Mitchel,Fujisaki,Technique Leader,6/2/1986,40000
13233,Alselm,Chvatal,Engineer,3/31/1987,49414
13233,Alselm,Chvatal,Senior Engineer,3/31/1995,49414
13238,Ebru,Foote,Senior Staff,10/10/1998,40000
13238,Ebru,Foote,Staff,10/10/1993,40000
13240,King,Pileggi,Engineer,3/10/1994,49018
13240,King,Pileggi,Senior Engineer,3/10/2001,49018
13250,Zeydy,Schusler,Assistant Engineer,10/28/1988,47829
13250,Zeydy,Schusler,Engineer,10/28/1993,47829
13250,Zeydy,Schusler,Senior Engineer,10/27/1998,47829
13272,Arun,Jiang,Senior Staff,3/10/1985,40000
13276,Yechiam,Seuren,Senior Staff,3/9/1991,65836
13276,Yechiam,Seuren,Staff,3/9/1986,65836
13288,Muneo,Broomell,Senior Staff,4/14/1995,40000
13288,Muneo,Broomell,Staff,4/14/1987,40000
13291,Georg,Stamatiou,Engineer,10/30/1986,54720
13291,Georg,Stamatiou,Senior Engineer,10/30/1993,54720
13302,Mack,Alencar,Engineer,9/26/1990,40000
13302,Mack,Alencar,Senior Engineer,9/26/1997,40000
13315,Sakthirel,Stroustrup,Engineer,6/2/1991,40000
13315,Sakthirel,Stroustrup,Senior Engineer,6/2/1999,40000
13332,Nidapan,Pearson,Assistant Engineer,9/24/1987,40000
13332,Nidapan,Pearson,Engineer,9/23/1992,40000
13332,Nidapan,Pearson,Senior Engineer,9/23/1997,40000
13333,Yoshinari,Hennebert,Assistant Engineer,3/23/1988,50997
13333,Yoshinari,Hennebert,Engineer,3/23/1996,50997
13341,Bodh,Doering,Senior Staff,3/10/1992,40000
13341,Bodh,Doering,Staff,3/11/1986,40000
13343,Heon,Usery,Senior Staff,7/30/1995,40000
13343,Heon,Usery,Staff,7/29/1988,40000
13368,Kiyokazu,Klassen,Staff,9/30/1997,52872
13371,Nakhoon,Riexinger,Senior Engineer,12/13/1991,40000
13373,Juichirou,Naumovich,Senior Staff,8/23/2000,82749
13373,Juichirou,Naumovich,Staff,8/24/1991,82749
13385,Claudi,Buchter,Senior Staff,6/10/1986,40000
13386,Khosrow,Sgarro,Technique Leader,2/23/1986,91420
13389,Divine,Cmelik,Senior Staff,3/23/1988,40000
13392,Fumitake,Beidas,Senior Staff,8/26/1993,69221
13392,Fumitake,Beidas,Staff,8/26/1988,69221
13396,Chuanyi,Aumann,Senior Staff,3/29/1994,40000
13402,Augustine,Dulli,Engineer,9/12/1999,40000
13405,Randy,Baba,Senior Staff,5/10/1990,60799
13407,Gio,Chenoweth,Engineer,10/3/1992,60348
13407,Gio,Chenoweth,Senior Engineer,10/3/2001,60348
13408,Sreekrishna,Lagarias,Engineer,7/25/1995,52479
13408,Sreekrishna,Lagarias,Senior Engineer,7/24/2000,52479
13415,Nathalie,Speer,Technique Leader,4/25/1991,61838
13422,Vishwani,Gerlach,Engineer,1/17/1988,59466
13422,Vishwani,Gerlach,Senior Engineer,1/17/1995,59466
13442,Giordano,Miake,Senior Staff,6/16/1994,40000
13442,Giordano,Miake,Staff,6/16/1987,40000
13443,Mayuko,Puppo,Engineer,12/26/1990,40000
13443,Mayuko,Puppo,Senior Engineer,12/25/1996,40000
13445,Renee,Dehkordi,Engineer,11/29/1996,53194
13451,Gretta,Weiland,Senior Staff,8/23/1995,40000
13451,Gretta,Weiland,Staff,8/23/1986,40000
13457,Shooichi,Parfitt,Engineer,1/18/1986,40812
13457,Shooichi,Parfitt,Senior Engineer,1/18/1991,40812
13458,Feipei,Nivat,Engineer,3/2/1989,41375
13458,Feipei,Nivat,Senior Engineer,3/2/1995,41375
13463,Theron,Berstel,Engineer,1/26/1988,40000
13463,Theron,Berstel,Senior Engineer,1/25/1993,40000
13465,Sasan,Rehfuss,Engineer,3/12/1999,49821
13493,Uinam,Jullig,Engineer,9/7/1987,40000
13493,Uinam,Jullig,Senior Engineer,9/6/1992,40000
13504,Parto,Mandell,Assistant Engineer,12/21/1986,41895
13504,Parto,Mandell,Engineer,12/21/1994,41895
13524,Chaoyi,Porotnikoff,Senior Staff,10/27/2000,52849
13524,Chaoyi,Porotnikoff,Staff,10/28/1995,52849
13535,Arunas,Schlenzig,Assistant Engineer,5/19/1986,40000
13535,Arunas,Schlenzig,Engineer,5/19/1993,40000
13535,Arunas,Schlenzig,Senior Engineer,5/19/2000,40000
13546,Aimee,Brookner,Engineer,10/26/1988,50295
13546,Aimee,Brookner,Senior Engineer,10/26/1997,50295
13549,Matk,Koprowski,Technique Leader,6/18/1997,40000
13552,Ingmar,Capobianchi,Senior Staff,3/23/1993,73346
13552,Ingmar,Capobianchi,Staff,3/23/1985,73346
13576,Jungsoon,Engberts,Senior Staff,8/29/2001,73022
13576,Jungsoon,Engberts,Staff,8/29/1992,73022
13605,Dmitry,Encarnacion,Senior Staff,9/29/1991,70404
13605,Dmitry,Encarnacion,Staff,9/29/1985,70404
13621,Fei,Haddadi,Assistant Engineer,2/9/1987,73192
13621,Fei,Haddadi,Engineer,2/9/1995,73192
13624,Zhigen,Yurek,Senior Staff,5/11/1996,40000
13624,Zhigen,Yurek,Staff,5/12/1987,40000
13629,Dzung,Trelles,Engineer,1/3/1987,40000
13629,Dzung,Trelles,Senior Engineer,1/3/1994,40000
13648,Zejun,Lamba,Technique Leader,11/16/1985,47723
13653,Kristen,Iivonen,Senior Staff,1/17/2000,53242
13653,Kristen,Iivonen,Staff,1/17/1991,53242
13670,Moti,Takanami,Senior Engineer,6/30/1988,40000
13680,Denny,Speer,Staff,2/5/1996,46968
13685,Weicheng,Hockney,Engineer,11/29/1991,48322
13685,Weicheng,Hockney,Senior Engineer,11/29/1999,48322
13697,Shuichi,Weedon,Technique Leader,6/20/1985,40000
13704,Vishu,Kumaresan,Engineer,10/1/1987,40000
13704,Vishu,Kumaresan,Senior Engineer,10/1/1995,40000
13721,Sugwoo,Delgrossi,Senior Staff,9/20/2001,64754
13721,Sugwoo,Delgrossi,Staff,9/21/1995,64754
13727,Vitali,Merey,Staff,10/7/1999,50798
13738,Bangqing,Mitchem,Engineer,6/30/1998,48349
13766,Tremaine,Heemskerk,Senior Staff,8/18/1986,43748
13769,Yakichi,Trogemann,Senior Staff,10/18/1988,61025
13775,Arve,Maierhofer,Senior Staff,10/21/1994,70161
13775,Arve,Maierhofer,Staff,10/21/1987,70161
13786,Takushi,Berendt,Senior Staff,5/19/1995,74494
13786,Takushi,Berendt,Staff,5/19/1989,74494
13787,Xiaobin,Sinicrope,Engineer,10/30/1990,40000
13787,Xiaobin,Sinicrope,Senior Engineer,10/29/1996,40000
13792,Valery,Sury,Senior Staff,7/27/1991,59127
13792,Valery,Sury,Staff,7/27/1985,59127
13796,Paloma,Thorelli,Engineer,1/1/1996,50962
13809,Kiyotoshi,Basagni,Senior Staff,1/12/1991,43735
13809,Kiyotoshi,Basagni,Staff,1/12/1986,43735
13815,Guadalupe,Plotkin,Engineer,9/9/1985,40000
13815,Guadalupe,Plotkin,Senior Engineer,9/9/1993,40000
13825,Arlette,Pell,Technique Leader,8/2/1986,54704
13841,Christophe,Spinelli,Technique Leader,2/1/1992,52277
13842,Juichirou,Cichocki,Senior Staff,4/20/2000,40000
13842,Juichirou,Cichocki,Staff,4/21/1991,40000
13846,Guiseppe,Welham,Senior Staff,3/20/1985,61097
13853,Mingsen,Roohalamini,Senior Staff,3/25/1991,61615
13859,Anoosh,Fujisawa,Engineer,8/23/1987,40000
13859,Anoosh,Fujisawa,Senior Engineer,8/22/1992,40000
13884,Kensei,Swift,Engineer,12/21/1998,44785
13894,Ult,Schonegge,Assistant Engineer,11/28/1987,48958
13894,Ult,Schonegge,Engineer,11/28/1995,48958
13904,Youngkon,Cairo,Senior Engineer,9/3/1987,73885
13934,Shiv,Bratsberg,Senior Engineer,4/5/1990,46507
13942,Elzbieta,Esteva,Technique Leader,10/13/1997,40000
13951,Mooi,Genther,Senior Staff,12/28/1990,82054
13951,Mooi,Genther,Staff,12/28/1985,82054
13960,Nechama,Hettesheimer,Senior Staff,4/6/1996,43204
13962,Maris,Ghelli,Senior Engineer,10/26/1994,67965
13966,Boguslaw,Cooman,Senior Staff,12/26/1990,40000
13969,Jianwen,Chandrasekhar,Technique Leader,5/29/1985,60392
13990,Deborah,Schapiro,Assistant Engineer,6/10/1988,52723
13990,Deborah,Schapiro,Engineer,6/10/1996,52723
13992,Ulises,Kenevan,Senior Staff,7/27/1994,81318
13992,Ulises,Kenevan,Staff,7/27/1988,81318
13999,Florian,Crouzet,Senior Staff,2/25/2000,40000
13999,Florian,Crouzet,Staff,2/25/1995,40000
14005,Vojin,Stellhorn,Technique Leader,5/10/1985,40000
14015,Manibrata,Picaronny,Senior Engineer,8/15/1997,63084
14034,Aloys,Seghrouchni,Senior Staff,8/26/1991,69700
14034,Aloys,Seghrouchni,Staff,8/26/1985,69700
14041,Shan,DeMori,Senior Staff,12/22/1995,63235
14041,Shan,DeMori,Staff,12/22/1987,63235
14067,Godehard,Trachtenberg,Engineer,2/14/1994,44669
14067,Godehard,Trachtenberg,Senior Engineer,2/14/2000,44669
14088,Mori,Leslie,Senior Staff,11/10/1994,44821
14088,Mori,Leslie,Staff,11/10/1987,44821
14107,Xiahua,Rindone,Senior Staff,12/15/1999,82396
14107,Xiahua,Rindone,Staff,12/15/1991,82396
14111,Leszek,Cummings,Senior Staff,9/26/1999,52696
14111,Leszek,Cummings,Staff,9/25/1992,52696
14118,Kasturi,Anido,Senior Staff,4/6/1985,46248
14167,Adas,Hertweck,Engineer,12/1/1985,40000
14167,Adas,Hertweck,Senior Engineer,12/1/1994,40000
14191,Jiann,Luby,Engineer,1/16/1987,40155
14191,Jiann,Luby,Senior Engineer,1/15/1993,40155
14209,Masanao,Kusakabe,Senior Staff,4/6/1988,40000
14220,Tomofumi,Pargas,Senior Engineer,12/2/1987,68017
14232,Masali,Bojadziev,Engineer,9/10/1994,50568
14232,Masali,Bojadziev,Senior Engineer,9/10/1999,50568
14236,Xuedong,Angiulli,Senior Staff,11/7/1988,40000
14237,Abdulla,Gerlach,Engineer,6/13/1986,57219
14237,Abdulla,Gerlach,Senior Engineer,6/13/1994,57219
14242,Sudhanshu,Benaini,Senior Staff,6/27/1992,40000
14242,Sudhanshu,Benaini,Staff,6/27/1985,40000
14257,Kwok,Massonet,Staff,2/4/1998,40000
14290,Miyeon,Olivero,Senior Engineer,3/29/1992,78736
14292,Susanna,Vigier,Senior Staff,2/18/1997,41846
14292,Susanna,Vigier,Staff,2/19/1988,41846
14298,Chriss,Granlund,Engineer,1/7/1996,40000
14298,Chriss,Granlund,Senior Engineer,1/6/2001,40000
14310,Marlo,Leuchs,Senior Staff,2/23/1987,40000
14320,Sreenivas,Schaar,Engineer,6/30/1986,40000
14320,Sreenivas,Schaar,Senior Engineer,6/29/1992,40000
14322,Shem,Kakkad,Engineer,11/19/1999,50363
14323,Golgen,Leslie,Staff,8/5/1997,40000
14340,Vitaly,Wixon,Engineer,12/19/1986,42858
14340,Vitaly,Wixon,Senior Engineer,12/19/1995,42858
14344,Otilia,Buescher,Technique Leader,12/16/1988,41979
14354,Mong,Bojadziev,Senior Staff,8/28/1990,40000
14354,Mong,Bojadziev,Staff,8/28/1985,40000
14360,Janche,Erbe,Senior Staff,8/1/1997,43476
14372,Saniya,Srimani,Engineer,12/26/1999,57667
14384,Tomofumi,Holburn,Technique Leader,2/13/1988,58260
14422,Toshimo,Gadepally,Engineer,10/20/1985,59001
14422,Toshimo,Gadepally,Senior Engineer,10/20/1990,59001
14434,Elvis,Maginnis,Technique Leader,9/21/1989,40000
14439,Raimond,Woycyznski,Engineer,11/1/1986,80654
14439,Raimond,Woycyznski,Senior Engineer,11/1/1994,80654
14460,Yagil,Lueh,Engineer,1/23/1988,56267
14460,Yagil,Lueh,Senior Engineer,1/23/1995,56267
14478,Munehiro,Boissier,Senior Staff,6/28/1992,40000
14481,Moti,Lammel,Engineer,8/25/1987,40000
14481,Moti,Lammel,Senior Engineer,8/24/1993,40000
14483,Supot,Marrevee,Senior Engineer,1/30/1986,40000
14486,Indrajit,Birdsall,Engineer,8/12/1994,40000
14486,Indrajit,Birdsall,Senior Engineer,8/12/1999,40000
14498,Xiong,Selenyi,Senior Staff,10/17/1994,40000
14498,Xiong,Selenyi,Staff,10/17/1988,40000
14501,Taizo,Kroft,Technique Leader,11/20/1991,63646
14509,Danil,Aloia,Senior Staff,12/16/2001,40000
14509,Danil,Aloia,Staff,12/17/1995,40000
14513,Samphel,Barreiro,Senior Staff,7/28/1985,83273
14515,Kazuhisa,Versino,Engineer,2/19/1991,61645
14515,Kazuhisa,Versino,Senior Engineer,2/19/1996,61645
14516,Kristian,Underwood,Senior Staff,4/8/1989,73262
14518,Patricia,Peir,Engineer,2/18/1996,64238
14522,Chuanyi,Ranta,Senior Staff,1/14/1990,40000
14537,Babette,Engelmann,Engineer,3/17/1989,48332
14537,Babette,Engelmann,Senior Engineer,3/17/1994,48332
14552,Ibibia,Snyers,Engineer,6/13/1994,40000
14552,Ibibia,Snyers,Senior Engineer,6/13/1999,40000
14556,Fatemeh,Zultner,Assistant Engineer,12/26/1986,40000
14556,Fatemeh,Zultner,Engineer,12/26/1994,40000
14560,Elrique,Driscoll,Engineer,5/21/1985,62770
14560,Elrique,Driscoll,Senior Engineer,5/21/1993,62770
14581,Gao,Condotta,Engineer,6/28/1988,59499
14581,Gao,Condotta,Senior Engineer,6/28/1996,59499
14582,Kiyokazu,Morrin,Senior Engineer,4/8/1999,40000
14600,Jayson,Cairo,Senior Staff,10/24/1988,41352
14603,Lech,Marquardt,Engineer,1/19/1986,55369
14603,Lech,Marquardt,Senior Engineer,1/19/1993,55369
14607,Suzette,Selvestrel,Staff,6/26/1994,67813
14620,Jianhua,Erev,Engineer,8/4/1988,53303
14620,Jianhua,Erev,Senior Engineer,8/4/1993,53303
14621,Souichi,Wixon,Senior Staff,1/20/1992,66404
14621,Souichi,Wixon,Staff,1/20/1987,66404
14632,Gudjon,McClurg,Assistant Engineer,8/1/1987,40000
14632,Gudjon,McClurg,Engineer,8/1/1994,40000
14632,Gudjon,McClurg,Senior Engineer,8/1/2001,40000
14639,Arvind,Hempstead,Senior Staff,11/8/1994,79405
14639,Arvind,Hempstead,Staff,11/8/1987,79405
14640,Toshimori,Kornatzky,Engineer,5/20/1992,42662
14640,Toshimori,Kornatzky,Senior Engineer,5/20/1998,42662
14642,Florian,Kuhnemann,Engineer,6/5/1987,54553
14642,Florian,Kuhnemann,Senior Engineer,6/4/1996,54553
14645,Laurentiu,Glinert,Engineer,5/1/1987,45647
14645,Laurentiu,Glinert,Senior Engineer,5/1/1995,45647
14648,IEEE,Lorys,Senior Staff,11/16/1994,89209
14648,IEEE,Lorys,Staff,11/16/1986,89209
14659,Sashi,Adachi,Engineer,3/16/1985,40926
14659,Sashi,Adachi,Senior Engineer,3/16/1990,40926
14675,Teunis,Angel,Senior Staff,9/25/1988,40000
14677,Herbert,Sifakis,Senior Engineer,2/12/1987,40000
14683,Alois,Basart,Engineer,12/2/1986,41107
14683,Alois,Basart,Senior Engineer,12/2/1994,41107
14690,Yechezkel,Bellone,Engineer,2/25/1986,40000
14690,Yechezkel,Bellone,Senior Engineer,2/25/1994,40000
14693,Brewster,Stranks,Senior Staff,5/4/1992,59960
14693,Brewster,Stranks,Staff,5/5/1986,59960
14710,Mahmut,Hainaut,Senior Staff,9/18/1988,40341
14723,Constantino,Assaf,Senior Staff,6/1/2002,40000
14723,Constantino,Assaf,Staff,6/1/1993,40000
14724,Aron,Lemarechal,Senior Staff,9/10/1993,66530
14724,Aron,Lemarechal,Staff,9/10/1986,66530
14780,Marlo,Bruckman,Senior Engineer,9/19/1986,51232
14785,Zhonghua,Kaiser,Senior Engineer,6/23/1988,46936
14793,Stein,Uchoa,Engineer,1/18/1998,47045
14814,Odysseas,Nishimukai,Senior Staff,10/26/1996,40000
14814,Odysseas,Nishimukai,Staff,10/27/1987,40000
14817,Gaurav,Masaki,Engineer,12/2/1992,41203
14817,Gaurav,Masaki,Senior Engineer,12/2/1997,41203
14821,Oguz,Kilgore,Engineer,5/25/1997,42545
14839,Changho,Cronin,Engineer,4/24/1990,40000
14839,Changho,Cronin,Senior Engineer,4/24/1998,40000
14853,Taiji,Nergos,Engineer,3/7/1988,58311
14853,Taiji,Nergos,Senior Engineer,3/7/1993,58311
14877,Arto,Meriste,Engineer,6/6/1988,40000
14877,Arto,Meriste,Senior Engineer,6/6/1996,40000
14879,Anyuan,Sigstam,Engineer,12/29/1987,54322
14879,Anyuan,Sigstam,Senior Engineer,12/28/1993,54322
14888,Temple,Barriga,Senior Staff,12/9/1986,60916
14899,Alejandro,Casley,Senior Staff,2/22/1991,64365
14899,Alejandro,Casley,Staff,2/22/1985,64365
14906,Adil,Parveen,Senior Staff,12/10/1996,54758
14906,Adil,Parveen,Staff,12/11/1987,54758
14908,Kerhong,Flanders,Engineer,9/17/1992,40000
14908,Kerhong,Flanders,Senior Engineer,9/17/1997,40000
14909,Mohan,Kamble,Engineer,12/21/1990,40000
14909,Mohan,Kamble,Senior Engineer,12/20/1996,40000
14911,Xiaobin,Chelton,Engineer,4/6/1987,62738
14911,Xiaobin,Chelton,Senior Engineer,4/6/1994,62738
14914,Gretta,Benzaken,Engineer,9/25/1999,40000
14915,Huican,Picco,Engineer,7/3/1994,40733
14923,Shuzo,Gyorkos,Technique Leader,5/15/1985,40000
14928,Satoru,Mukaidono,Senior Staff,5/17/1985,53377
14941,Nathan,Lichtner,Engineer,12/22/1988,43608
14941,Nathan,Lichtner,Senior Engineer,12/22/1994,43608
14942,Heon,Benveniste,Engineer,11/15/1987,40000
14942,Heon,Benveniste,Senior Engineer,11/14/1992,40000
14949,Insup,Reinhart,Engineer,10/8/1987,44930
14949,Insup,Reinhart,Senior Engineer,10/8/1995,44930
14954,Fox,Magliocco,Senior Engineer,8/5/1988,43510
14971,Fan,Simmen,Senior Staff,3/25/1991,55187
14983,Hyuckchul,Pouyioutas,Senior Staff,12/26/1996,86754
14983,Hyuckchul,Pouyioutas,Staff,12/26/1988,86754
14993,Sanjay,Koblitz,Engineer,4/20/1988,45407
14993,Sanjay,Koblitz,Senior Engineer,4/20/1994,45407
15005,Kiam,Sadowsky,Engineer,5/23/1986,50368
15005,Kiam,Sadowsky,Senior Engineer,5/23/1993,50368
15016,Woody,Gulik,Senior Staff,10/21/1991,40000
15018,Ramalingam,Prenel,Senior Staff,3/11/1999,40668
15018,Ramalingam,Prenel,Staff,3/11/1993,40668
15019,Qingxiang,Shokrollahi,Engineer,11/2/1988,41721
15019,Qingxiang,Shokrollahi,Senior Engineer,11/2/1997,41721
15029,Giordano,Koshino,Senior Staff,4/26/1996,40000
15029,Giordano,Koshino,Staff,4/27/1991,40000
15030,Rasikan,Nourani,Senior Staff,4/11/1999,40000
15036,Ziva,Delgrande,Senior Engineer,11/4/1994,40000
15049,Khun,Waymire,Senior Staff,1/17/1991,40000
15052,Flemming,Kranzdorf,Senior Engineer,1/27/1993,40630
15055,Shrikanth,Sherertz,Senior Staff,7/15/1997,40000
15055,Shrikanth,Sherertz,Staff,7/16/1991,40000
15066,Tomokazu,Oaver,Engineer,6/29/1993,43455
15066,Tomokazu,Oaver,Senior Engineer,6/29/2002,43455
15069,Manton,Siksek,Technique Leader,8/5/1987,40000
15071,Ayonca,Couchot,Senior Staff,10/15/1996,97484
15071,Ayonca,Couchot,Staff,10/15/1988,97484
15075,Radoslaw,Rijsenbrij,Engineer,4/24/1986,40000
15075,Radoslaw,Rijsenbrij,Senior Engineer,4/23/1992,40000
15077,Toshiki,Taubenfeld,Senior Engineer,6/25/1993,40000
15082,Guadalupe,Zirintsis,Technique Leader,4/1/1986,63024
15087,Chirstian,Ushiama,Engineer,9/14/1988,40000
15087,Chirstian,Ushiama,Senior Engineer,9/14/1997,40000
15089,Giri,Coney,Engineer,5/14/1987,48594
15089,Giri,Coney,Senior Engineer,5/14/1995,48594
15092,Remmert,Bahi,Senior Staff,5/26/1986,40000
15102,Luigi,Axelband,Engineer,11/4/1992,40374
15102,Luigi,Axelband,Senior Engineer,11/4/2000,40374
15105,Sudhanshu,Itzigehl,Senior Staff,11/22/1994,75800
15105,Sudhanshu,Itzigehl,Staff,11/22/1989,75800
15114,Pantung,Honglei,Engineer,3/9/1998,40000
15134,Arun,Luiz,Senior Staff,7/23/1998,62752
15134,Arun,Luiz,Staff,7/23/1992,62752
15145,Haldon,Servieres,Engineer,4/19/1988,51443
15145,Haldon,Servieres,Senior Engineer,4/20/1995,51443
15151,Urs,Pouyioutas,Senior Staff,12/30/1999,61253
15151,Urs,Pouyioutas,Staff,12/30/1991,61253
15176,Charlene,Sankaranarayanan,Senior Staff,11/16/1992,98401
15176,Charlene,Sankaranarayanan,Staff,11/17/1987,98401
15193,Neelam,Schach,Senior Engineer,2/14/1989,47039
15196,Souichi,Duclos,Engineer,7/9/1992,55824
15196,Souichi,Duclos,Senior Engineer,7/9/2001,55824
15202,Pranay,Irland,Assistant Engineer,7/5/1989,40000
15202,Pranay,Irland,Engineer,7/5/1998,40000
15208,Sudharsan,Shokrollahi,Senior Staff,4/18/1994,44109
15208,Sudharsan,Shokrollahi,Staff,4/18/1987,44109
15218,Shuky,Conry,Senior Staff,8/10/2001,44614
15218,Shuky,Conry,Staff,8/10/1992,44614
15228,Mona,Salvesen,Senior Staff,1/17/1995,40000
15228,Mona,Salvesen,Staff,1/17/1988,40000
15230,Keiichiro,Suessmith,Engineer,3/17/1993,70187
